transaction_id,serial_number,assessed_value,sales_amount,sales_ratio,address_id,property_type_id,date_recorded_id,property type,address,town_id,longitude,latitude,town,month,day,quarter,year,full_date,rate_x,lower_bound,upper_bound,census_units,total_assisted_units,rate_y
1133481,230119,202700.0,450000.0,0.4504,737188,1,7046,Single Family,42 BLUE JAY DR,150,-72.72965,41.42048,North Branford,7.0,2.0,3.0,2024,2024-07-02,,,,,,
1072167,220135,261200.0,345000.0,0.7571,808890,1,6840,Single Family,23 DORSET LN,12,-73.37214397,41.474953006,Brookfield,3.0,31.0,1.0,2023,2023-03-31,,,,,,
974166,180710,426930.0,785000.0,0.5438,454888,1,6438,Single Family,200 WESTFORD DRIVE,34,,,Fairfield,6.0,14.0,2.0,2019,2019-06-14,,,,,,
672223,110391,804370.0,995000.0,0.80841206,545841,1,4137,Single Family,"54 JOHN STREET, GRW,CT",39,,,Greenwich,5.0,7.0,2.0,2012,2012-05-07,,,,,,
311421,42905,144270.0,336500.0,0.428736999,278466,11,1022,,1583 7 PARK AVE,11,,,Bridgeport,7.0,20.0,3.0,2005,2005-07-20,,,,,,
106240,210905,75520.0,50000.0,1.5104,102024,4,323,Two Family,64 MAPLEWOOD AVE,94,-73.13567598,41.802674984,Torrington,9.0,1.0,3.0,2022,2022-09-01,,,,,,
273652,30541,343700.0,700000.0,0.491,247633,11,2683,,2 GROUSE PATH,106,-73.3820026,41.1760787,Westport,6.0,29.0,2.0,2004,2004-06-29,,,,,,
368710,40341,120120.0,270000.0,0.444888889,153041,11,1002,,85 EAGLE DR,116,-72.7502749,41.7107181,Newington,4.0,15.0,2.0,2005,2005-04-15,,,,,,
986966,190175,19390.0,52000.0,0.3729,220175,1,6522,Single Family,15 PINE ST,30,,,East Windsor,6.0,29.0,2.0,2020,2020-06-29,,,,,,
1038697,190022,330820.0,577000.0,0.5733,209133,1,6580,Single Family,410 PEQUOT AVE,71,-72.0935802,41.3299055,New London,10.0,30.0,4.0,2019,2019-10-30,,,,,,
277710,30018,70060.0,114300.0,0.612948381,251047,11,2715,,33-35 COMMUNITY AVE,72,,,Plainfield,10.0,14.0,4.0,2003,2003-10-14,,,,,,
148839,10227,105000.0,20000.0,5.25,137494,11,775,,20 CAROLINE RD,26,-72.88329,41.24408,East Haven,1.0,14.0,1.0,2002,2002-01-14,,,,,,
251662,20473,842200.0,1695000.0,0.496873156,229338,11,862,,19 COUNTRY RD,106,-73.3506181,41.1548439,Westport,8.0,7.0,3.0,2003,2003-08-07,,,,,,
318191,41182,37665.0,81000.0,0.465,283784,11,2990,,205 BRETTON ST D4,11,,,Bridgeport,1.0,25.0,1.0,2005,2005-01-25,,,,,,
829151,150046,333000.0,368000.0,0.904891304,23413,1,5711,Single Family,44 STAGE RD,17,-72.3740106,41.7987776,Coventry,12.0,18.0,4.0,2015,2015-12-18,,,,,,
195393,20160,209820.0,441000.0,0.475782313,181530,11,2462,,51 PARKER HL RD EXT,50,,,Killingworth,8.0,20.0,3.0,2003,2003-08-20,,,,,,
533705,80047,548800.0,625000.0,0.87808,442791,5,3933,Condo,"21 CHRISTIANO STREET,UNIT A, G",39,,,Greenwich,10.0,31.0,4.0,2008,2008-10-31,,,,,,
54523,20002,145940.0,240000.0,0.608,53060,1,134,Single Family,99 OAK HILL RD,62,-72.20238,41.45143,Montville,10.0,1.0,4.0,2020,2020-10-01,145300.0,1.24,1.32,,,
301542,30626,70850.0,167000.0,0.424251497,270411,11,2695,,100 COLONIAL ST,111,-72.73711,41.72882,West Hartford,3.0,26.0,1.0,2004,2004-03-26,,,,,,
57623,200137,250390.0,447500.0,0.5595,56088,1,108,Single Family,14 WREN DR,98,-72.63678,41.9967,Suffield,2.0,17.0,1.0,2021,2021-02-17,,,,,,
500631,60339,43400.0,142000.0,0.305633803,418625,11,3379,,TORRINGFORD W ST P 37B,94,-73.09583,41.80704,Torrington,3.0,8.0,1.0,2007,2007-03-08,,,,,,
1067505,221694,119400.0,165000.0,0.7236,806061,5,6767,Condo,269 OAKLAND ROAD UNIT H,54,-72.543530815,41.821260891,Manchester,3.0,13.0,1.0,2023,2023-03-13,,,,,,
1106771,230197,175770.0,250000.0,0.703,652641,1,7192,Single Family,2038 STANLEY ST,55,-72.775064,41.7010506,New Britain,12.0,29.0,4.0,2023,2023-12-29,,,,,,
714150,13320,18630.0,12000.0,1.5525,576721,1,5254,Single Family,57 SHAWNEE RD.,25,-72.63553,41.7366,East Hartford,4.0,9.0,2.0,2014,2014-04-09,,,,,,
130480,10080,91140.0,232500.0,0.392,124498,11,729,,8 BROOKWOOD DR,6,-73.400509,41.3779487,Bethel,11.0,30.0,4.0,2001,2001-11-30,,,,,,
866834,160202,135800.0,284000.0,0.478169014,137403,1,5972,Single Family,114 FORTY ACRE MT RD,19,,,Danbury,12.0,7.0,4.0,2016,2016-12-07,,,,,,
318208,40074,3160.0,3000.0,1.053333333,268741,11,1072,,30 AQUATIC RD,3,-73.03591,41.88915,Barkhamsted,8.0,29.0,3.0,2005,2005-08-29,,,,,,
740094,13770,190280.0,270000.0,0.704740741,595537,11,5178,,0 KATYDID LANE,86,,,Stamford,4.0,4.0,2.0,2014,2014-04-04,,,,,,
565252,80911,156600.0,205000.0,0.763902439,466270,1,4008,Single Family,1031 PEARL LAKE RD,97,-73.0194698,41.5347367,Waterbury,6.0,19.0,2.0,2009,2009-06-19,,,,,,
118338,210295,161285.0,255000.0,0.6324,113150,1,380,Single Family,185 SIMSBURY ROAD,111,-72.737272974,41.801522012,West Hartford,12.0,7.0,4.0,2021,2021-12-07,,,,,,
925222,170482,48720.0,10000.0,4.872,719119,5,6074,Condo,105 BROAD ST 275,57,-72.80015,41.52442,Meriden,4.0,9.0,2.0,2018,2018-04-09,,,,,,
693939,120075,174120.0,325000.0,0.535753846,561873,11,5065,,53 RIDGEWAY,29,-73.2723469,41.2344837,Easton,7.0,5.0,3.0,2013,2013-07-05,,,,,,
840364,150169,131800.0,177500.0,0.742535211,664605,5,5711,Condo,83 NEWBURY LN,160,-72.854474,41.4571265,Wallingford,12.0,18.0,4.0,2015,2015-12-18,,,,,,
88894,211295,205700.0,492600.0,0.4175,85746,5,148,Condo,25 FAITHS LA,19,-73.414887988,41.393933991,Danbury,7.0,25.0,3.0,2022,2022-07-25,,,,,,
811675,150028,86590.0,132000.0,0.655984848,645371,5,5638,Condo,19 HAWTHORNE DR 132,71,-72.11161,41.37154,New London,10.0,21.0,4.0,2015,2015-10-21,,,,,,
849439,150134,95680.0,90000.0,1.063111111,670605,1,5585,Single Family,33 FARNHAM AVE,97,-73.0644484,41.5669783,Waterbury,11.0,2.0,4.0,2015,2015-11-02,,,,,,
622394,90355,106610.0,70000.0,1.523,508797,1,4219,Single Family,150 CEDAR HILL AV,59,,,New Haven,1.0,28.0,1.0,2010,2010-01-28,,,,,,
276818,30525,56760.0,87500.0,0.648685714,250310,11,868,,297 CARRIAGE XING,49,-72.7100952,41.5849136,Middletown,4.0,1.0,2.0,2004,2004-04-01,94800.0,1.5,1.6,,,
178035,10553,38430.0,73000.0,0.526438356,166318,11,644,,402 JONES HL RD,169,,,West Haven,4.0,12.0,2.0,2002,2002-04-12,,,,,,
954949,180045,283010.0,342500.0,0.8263,737883,1,6261,Single Family,1 HIGH LEDGE RD,117,-72.7762116,41.8153171,Bloomfield,12.0,7.0,4.0,2018,2018-12-07,,,,,,
661269,11059,187390.0,240000.0,0.780791667,537787,1,1571,Single Family,40 BUELL STREET,75,,,North Haven,12.0,15.0,4.0,2011,2011-12-15,,,,,,
501001,61213,432740.0,825000.0,0.524533333,418891,5,3401,Condo,5 NEW CANAAN WAY,66,-73.4531815,41.1322599,Norwalk,6.0,20.0,2.0,2007,2007-06-20,,,,,,
860076,160951,133980.0,225000.0,0.595466667,490898,1,1956,Single Family,55 BENHAM HILL RD,169,,,West Haven,8.0,25.0,3.0,2017,2017-08-25,,,,,,
640592,100297,393750.0,555000.0,0.709459459,522445,1,1472,Single Family,12 POSSUM LN,66,-73.4386191,41.0818973,Norwalk,2.0,7.0,1.0,2011,2011-02-07,,,,,,
27221,200767,119750.0,235000.0,0.5095,26575,1,111,Single Family,180 GREEN MANOR RD,31,-72.507204,41.9943521,Enfield,7.0,29.0,3.0,2021,2021-07-29,,,,,,
390925,53199,191730.0,450000.0,0.426066667,265633,11,3176,,68 BROOKLAWN PL,11,-73.2154892,41.1813427,Bridgeport,9.0,6.0,3.0,2006,2006-09-06,,,,,,
550386,80412,142100.0,7000.0,20.3,455170,5,4003,Condo,55 OIL MILL RD #12,19,,,Danbury,5.0,12.0,2.0,2009,2009-05-12,,,,,,
1041559,190296,83600.0,97215.0,0.8599,790395,2,6582,Three Family,37 PROVIDENCE ST,69,-72.04978,41.56973,Norwich,2.0,13.0,1.0,2020,2020-02-13,,,,,,
972227,180165,145400.0,240000.0,0.6058,748552,1,2115,Single Family,156 TWIN HILLS DR,17,-72.4044208,41.8006245,Coventry,6.0,18.0,2.0,2019,2019-06-18,,,,,,
1002870,180671,23520.0,3328000.0,0.007067308,767253,5,6370,Condo,556 HOLLISTER A-2,92,,,Stratford,5.0,6.0,2.0,2019,2019-05-06,,,,,,
225653,20146,91070.0,150000.0,0.607133333,207523,11,2350,,38 SUMMER ST,57,-72.8102476,41.5300751,Meriden,11.0,1.0,4.0,2002,2002-11-01,,,,,,
284852,32044,61110.0,105000.0,0.582,59765,11,2672,,42 BARBARA ST,97,-73.0352468,41.5754808,Waterbury,6.0,23.0,2.0,2004,2004-06-23,,,,,,
887514,171052,234430.0,350000.0,0.6698,695185,1,2051,Single Family,687 STILLSON ROAD,34,,,Fairfield,9.0,26.0,3.0,2018,2018-09-26,,,,,,
57765,200932,130760.0,256500.0,0.5097,56229,1,164,Single Family,1188 TROUT BROOK DRIVE,111,,,West Hartford,6.0,15.0,2.0,2021,2021-06-15,,,,,,
1135872,230161,102830.0,270000.0,0.3808,847915,1,7096,Single Family,54 BRISTOL RD,112,-72.65702,41.92044,Windsor Locks,7.0,1.0,3.0,2024,2024-07-01,70200.0,,,,,
55235,2020175,387800.0,589000.0,0.6584,53731,5,442,Condo,25 SHEFFIELD ST UNIT 6,70,,,Old Saybrook,4.0,27.0,2.0,2021,2021-04-27,,,,,,
1027612,19000410,164050.0,319900.0,0.5128,782178,1,6599,Single Family,481 MOUNTAIN RD,15,-72.9320565,41.4958239,Cheshire,8.0,26.0,3.0,2020,2020-08-26,,,,,,
1120164,230046,104930.0,250000.0,0.4197,257758,1,7073,Single Family,66 FOWLER AVE,57,-72.8197,41.54229,Meriden,10.0,23.0,4.0,2023,2023-10-23,,,,,,
865785,1600150,218750.0,227000.0,0.963656388,482519,1,5937,Single Family,45 SECOND HILL RD,163,-73.3981107,41.5873472,New Milford,12.0,30.0,4.0,2016,2016-12-30,,,,,,
285451,30016,56230.0,129000.0,0.435891473,257388,11,952,,201 HIGH ST,155,-72.0824527,41.6148105,Sprague,2.0,2.0,1.0,2004,2004-02-02,,,,,,
836601,150225,93200.0,30000.0,3.106666667,662047,1,5615,Single Family,14 SMITH ST,112,-72.62795,41.9393916,Windsor Locks,8.0,26.0,3.0,2016,2016-08-26,,,,,,
999378,19755,129070.0,287000.0,0.4497,765137,1,4781,Single Family,716 BREWER,25,,,East Hartford,9.0,30.0,3.0,2020,2020-09-30,,,,,,
69483,2020229,167100.0,300000.0,0.557,67541,6,2,Vacant Land,55 NORTH RIVER,101,-72.3064,41.88968,Tolland,5.0,26.0,2.0,2021,2021-05-26,,,,,,
1033855,1900101,271060.0,450000.0,0.6024,785884,1,4629,Single Family,11 GAYMOOR DRIVE,86,,,Stamford,10.0,18.0,4.0,2019,2019-10-18,,,,,,
7509,200305,95260.0,150000.0,0.635,7472,5,45,Condo,140 THOMPSON AVE #20E,26,,,East Haven,3.0,4.0,1.0,2021,2021-03-04,,,,,,
157179,10158,23800.0,12300.0,1.93495935,148159,11,706,,STRONG RD L008,82,,,South Windsor,12.0,17.0,4.0,2001,2001-12-17,,,,,,
863629,160365,140300.0,185000.0,0.758378378,149943,11,1960,,261 NORWICH AVE,69,-72.0478514,41.5593285,Norwich,5.0,9.0,2.0,2017,2017-05-09,,,,,,
171924,19038,260730.0,0.0,0.0,161172,11,734,,75 SAXONY DR,103,-73.26302,41.2806977,Trumbull,4.0,30.0,2.0,2002,2002-04-30,,,,,,
456272,60437,2824850.0,85000.0,33.23352941,386524,1,3468,Single Family,76 LWR CROSS RD,39,,,Greenwich,3.0,7.0,1.0,2007,2007-03-07,,,,,,
629681,100210,509530.0,582800.0,0.874279341,385788,11,4393,,790 MAIN ST,94,-73.1214077,41.8166483,Torrington,4.0,25.0,2.0,2011,2011-04-25,,,,,,
1090492,220068,985160.0,1300000.0,0.7578,820432,1,6883,Single Family,52 SINGING OAKS DRIVE,157,-73.37317629,41.251757205,Weston,4.0,5.0,2.0,2023,2023-04-05,,,,,,
753429,140412,284900.0,406000.0,0.701724138,604995,1,5444,Single Family,35 OLD STRATFIELD ROAD,34,,,Fairfield,4.0,20.0,2.0,2015,2015-04-20,,,,,,
542136,80332,1127070.0,1678000.0,0.671674613,448981,1,1369,Single Family,"16 EDGEWATER DR,OLD GRW,CT",39,,,Greenwich,7.0,22.0,3.0,2009,2009-07-22,,,,,,
86857,210865,307800.0,975000.0,0.3156,83880,1,25,Single Family,0 & 53 CEDAR DR,19,-73.432341038,41.449337993,Danbury,4.0,18.0,2.0,2022,2022-04-18,,,,,,
762428,1419,225830.0,20000.0,11.2915,611503,1,5506,Single Family,256 MIDDLESEX AVE.,128,,,Chester,12.0,26.0,4.0,2014,2014-12-26,,,,,,
334504,40292,38500.0,84000.0,0.458333333,296506,11,1084,,427 WILLIAMS ST E,36,,,Glastonbury,2.0,15.0,1.0,2005,2005-02-15,,,,,,
800457,140001,225130.0,93000.0,2.420752688,637765,1,5488,Single Family,166 NEW MILFORD TPKE,105,-73.3581095,41.6712001,Washington,10.0,1.0,4.0,2014,2014-10-01,124400.0,1.32,1.4,,,
420173,50375,1346170.0,2500000.0,0.538468,52898,11,3112,,500 WEST AVE,66,-73.41666,41.11172,Norwalk,12.0,9.0,4.0,2005,2005-12-09,,,,,,
1040423,190122,55510.0,100000.0,0.5551,789715,5,2172,Condo,434 C HERITAGE VILLAGE,93,,,Southbury,12.0,20.0,4.0,2019,2019-12-20,,,,,,
834663,150123,75460.0,375000.0,0.201226667,660737,11,5787,,CANAL ST,81,,,Plainville,2.0,9.0,1.0,2016,2016-02-09,,,,,,
254090,30227,165520.0,317000.0,0.52214511,231369,11,2732,,7 FLAX HL RD,12,,,Brookfield,4.0,23.0,2.0,2004,2004-04-23,,,,,,
923409,170703,92260.0,73000.0,1.2638,717969,1,6162,Single Family,21 PARSON TER,94,-73.1485839,41.8047903,Torrington,8.0,27.0,3.0,2018,2018-08-27,,,,,,
1140999,230617,194320.0,465000.0,0.4178,850918,1,7056,Single Family,160 SUN RIDGE LANE,92,-73.13641,41.23972,Stratford,7.0,11.0,3.0,2024,2024-07-11,,,,,,
791131,140211,127050.0,196970.0,0.645022085,631404,4,5400,Two Family,75 HARRISON ST,55,-72.8007697,41.6618242,New Britain,12.0,30.0,4.0,2014,2014-12-30,,,,,,
700017,120029,153600.0,135000.0,1.137777778,566261,1,4891,Single Family,148 ROUTE 39 SO,152,,,Sherman,3.0,22.0,1.0,2013,2013-03-22,,,,,,
560245,800136,163990.0,225000.0,0.728844444,462587,1,3980,Single Family,10 EIGHTH AVE,108,-72.1724589,41.3383733,Waterford,2.0,19.0,1.0,2009,2009-02-19,,,,,,
468916,60385,107790.0,263300.0,0.409380934,184627,1,1218,Single Family,33 JEROME AVE,117,-72.7359046,41.8281359,Bloomfield,7.0,13.0,3.0,2007,2007-07-13,,,,,,
569348,800097,353610.0,200000.0,1.76805,469283,1,1398,Single Family,1 SERRA DR,33,-72.87544,41.75477,Farmington,1.0,6.0,1.0,2009,2009-01-06,,,,,,
1050580,191521,106780.0,172000.0,0.6208,275150,1,2167,Single Family,143 FAIRFIELD AVE,97,-73.0560008,41.5363414,Waterbury,8.0,21.0,3.0,2020,2020-08-21,,,,,,
26553,200401,882910.0,1625000.0,0.5433,25933,1,56,Single Family,34 MONTGOMERY LANE,39,,,Greenwich,12.0,21.0,4.0,2020,2020-12-21,,,,,,
586591,90405,106100.0,120000.0,0.884166667,482558,5,4226,Condo,592-H EAST CENTER STREET,54,,,Manchester,4.0,30.0,2.0,2010,2010-04-30,,,,,,
826040,150901,63980.0,104799.0,0.610502009,655028,4,5744,Two Family,268 WEST IVY ST,59,,,New Haven,9.0,7.0,3.0,2016,2016-09-07,,,,,,
282410,31315,61530.0,120000.0,0.51275,254906,11,958,,63 ARCH ST,57,-72.7912038,41.5379859,Meriden,7.0,30.0,3.0,2004,2004-07-30,,,,,,
394034,40120,67270.0,118000.0,0.570084746,54936,11,1018,,17 EVANS ST,97,-73.06073,41.56466,Waterbury,10.0,1.0,4.0,2004,2004-10-01,88800.0,1.4,1.5,,,
833260,150276,191350.0,275000.0,0.695818182,386852,5,5750,Condo,1 ELEANOR ST EXT,104,-72.4883624,41.8303922,Vernon,5.0,23.0,2.0,2016,2016-05-23,,,,,,
207960,20121,37520.0,44000.0,0.852727273,191027,11,2336,,232 VINE ST,45,-72.6875741,41.7869483,Hartford,10.0,30.0,4.0,2002,2002-10-30,,,,,,
133806,10317,125970.0,15000.0,8.398,127551,11,714,,384 PATTON DR,15,-72.9068444,41.4912486,Cheshire,5.0,7.0,2.0,2002,2002-05-07,,,,,,
572210,90021,353940.0,345000.0,1.025913043,471487,1,4221,Single Family,7 PARKWAY TERRACE,60,,,Milford,10.0,7.0,4.0,2009,2009-10-07,,,,,,
608354,10008,116000.0,85000.0,1.364705882,368919,1,4560,Single Family,112 CHAPLIN ST,130,-72.1281461,41.7985429,Chaplin,3.0,7.0,1.0,2011,2011-03-07,,,,,,
433723,50180,463540.0,752500.0,0.616,370214,11,3207,,9 DEVON RD,21,-73.5093874,41.076805,Darien,4.0,10.0,2.0,2006,2006-04-10,,,,,,
688974,120001,190700.0,255000.0,0.747843137,454323,1,1586,Single Family,74 TAFT POND RD,166,-72.00816,41.87317,Pomfret,10.0,16.0,4.0,2012,2012-10-16,,,,,,
1033221,19082,195230.0,100000.0,1.9523,785515,1,2160,Single Family,5 POLLY DAN ROAD,13,,,Burlington,2.0,25.0,1.0,2020,2020-02-25,,,,,,
625574,100009,189900.0,25000.0,7.596,194193,11,4485,,HENNEQUIN RD,146,,,Columbia,11.0,5.0,4.0,2010,2010-11-05,,,,,,
765850,141149,141320.0,200000.0,0.7066,613949,1,5368,Single Family,100 ROBIN STREET,11,,,Bridgeport,6.0,16.0,2.0,2015,2015-06-16,,,,,,
1000682,190003,181100.0,275000.0,0.6585,765929,1,2174,Single Family,17 BULLS BRIDGE RD,44,-73.4727889,41.6780651,Kent,10.0,21.0,4.0,2019,2019-10-21,,,,,,
698057,12333,232400.0,306000.0,0.759477124,241615,1,5030,Single Family,32 STONEPOST RD,36,-72.582984,41.6725477,Glastonbury,6.0,5.0,2.0,2013,2013-06-05,,,,,,
600451,101167,243200.0,322037.0,0.755192726,492944,1,4553,Single Family,100 BLUE RIDGE DR EXT,97,-73.02952,41.59131,Waterbury,9.0,7.0,3.0,2011,2011-09-07,,,,,,
915692,170262,137060.0,50000.0,2.7412,712980,1,2037,Single Family,17 UPPER WALNUT HILL RD,27,,,East Lyme,6.0,11.0,2.0,2018,2018-06-11,,,,,,
987536,19000180,266710.0,445000.0,0.5993,757938,1,2212,Single Family,45 BROOKSIDE PL,15,-72.8802943,41.536409,Cheshire,3.0,2.0,1.0,2020,2020-03-02,,,,,,
170038,10310,61500.0,126000.0,0.488095238,159580,11,280,,157 EDGEWOOD DR,94,-73.0955401,41.8034161,Torrington,1.0,31.0,1.0,2002,2002-01-31,,,,,,
1052694,19348,185700.0,265000.0,0.7008,796792,5,6601,Condo,37 BOOTH AVE 7,102,-73.08929,41.60634,Watertown,8.0,11.0,3.0,2020,2020-08-11,,,,,,
676442,120727,588070.0,800000.0,0.7350875,169475,1,4943,Single Family,3 WESTVIEW LN,66,-73.4382,41.0927,Norwalk,6.0,27.0,2.0,2013,2013-06-27,,,,,,
636370,100214,138700.0,176500.0,0.785835694,519273,5,4447,Condo,10 MASONS ISLAND RD U-9,96,,,Stonington,8.0,9.0,3.0,2011,2011-08-09,,,,,,
837758,150051,126480.0,198000.0,0.638787879,479874,1,5669,Single Family,30 ICHABOD ROAD,77,,,Simsbury,11.0,19.0,4.0,2015,2015-11-19,,,,,,
1061616,220068,293080.0,421000.0,0.6962,802409,1,6887,Single Family,6 WHIPPOORWILL LANE,12,-73.425636018,41.47829399,Brookfield,12.0,7.0,4.0,2022,2022-12-07,,,,,,
50097,20158,302930.0,380000.0,0.7971,48837,3,37,Commercial,1874 ROUTE 32,62,,,Montville,2.0,2.0,1.0,2021,2021-02-02,,,,,,
952733,180106,113870.0,80000.0,1.4233,736515,1,6274,Single Family,21 CONLIN DR,31,-72.56663,41.97512,Enfield,11.0,19.0,4.0,2018,2018-11-19,,,,,,
994034,19029,212390.0,385000.0,0.5517,1521,1,2166,Single Family,6 PETTICOAT LANE,24,-72.435537033,41.455936982,East Haddam,11.0,12.0,4.0,2019,2019-11-12,,,,,,
439489,60230,114600.0,249000.0,0.460240964,374360,5,3474,Condo,27 CROWS NEST LN 21F,19,,,Danbury,11.0,30.0,4.0,2006,2006-11-30,,,,,,
1027437,19174,326240.0,426000.0,0.7658,782082,1,6593,Single Family,65 CHESTNUT HILL RD,76,-73.5335729,41.3512531,Ridgefield,3.0,9.0,1.0,2020,2020-03-09,,,,,,
587546,90616,185640.0,160000.0,1.16025,483285,5,4254,Condo,37 GREENWICH AVENUE #1-6B,86,,,Stamford,3.0,22.0,1.0,2010,2010-03-22,,,,,,
234361,21112,46760.0,133000.0,0.351578947,214757,11,795,,15 S WIND LN,60,,,Milford,7.0,29.0,3.0,2003,2003-07-29,,,,,,
769975,140878,219900.0,358000.0,0.61424581,1982,5,5455,Condo,92 WARRINGTON RN,19,-73.457068581,41.386070955,Danbury,8.0,17.0,3.0,2015,2015-08-17,,,,,,
50302,200023,65390.0,175000.0,0.3736,49029,4,143,Two Family,11 CHAPPELL ST,71,-72.10629,41.35589,New London,10.0,15.0,4.0,2020,2020-10-15,,,,,,
302945,30455,202850.0,455000.0,0.445824176,271559,11,894,,50 RUBY LN,92,-73.1602411,41.2241717,Stratford,2.0,4.0,1.0,2004,2004-02-04,,,,,,
896754,1600010,497560.0,625000.0,0.796096,473223,1,1959,Single Family,46 CEDAR CREST LN,98,-72.6303053,42.0233114,Suffield,10.0,13.0,4.0,2016,2016-10-13,,,,,,
240809,30053,237230.0,429000.0,0.552983683,33393,11,877,,18 ROB RIDER RD,114,-73.4103521,41.3286714,Redding,2.0,27.0,1.0,2004,2004-02-27,,,,,,
355043,40451,119860.0,264500.0,0.4531569,43591,11,2942,,261 WEDGEWOOD DR,64,-73.07702,41.50766,Naugatuck,4.0,12.0,2.0,2005,2005-04-12,,,,,,
76033,21029,78820.0,68000.0,1.159117647,73768,5,388,Condo,77 SCENIC VIEW DR # 008,131,-72.441168951,41.372268571,Deep River,12.0,14.0,4.0,2021,2021-12-14,,,,,,
872891,160838,90420.0,60000.0,1.507,338071,1,5977,Single Family,198 PACIFIC ST,11,-73.2127656,41.1817114,Bridgeport,3.0,20.0,1.0,2017,2017-03-20,,,,,,
408733,50145,59920.0,199900.0,0.299749875,352190,11,1116,,19 HAWTHORNE DR UT 184,71,,,New London,1.0,5.0,1.0,2006,2006-01-05,,,,,,
620567,90173,142030.0,169900.0,0.835962331,470429,1,1407,Single Family,7 OLD MILL RD,115,-72.9003795,41.5859781,Southington,12.0,30.0,4.0,2009,2009-12-30,,,,,,
220719,20252,20090.0,42000.0,0.478333333,203291,11,809,,8 MAPLEWOOD RD,56,-72.27495,41.82045,Mansfield,8.0,15.0,3.0,2003,2003-08-15,,,,,,
813979,150238,230060.0,317500.0,0.724598425,646926,1,5601,Single Family,140 HOYTS HILL,6,,,Bethel,6.0,24.0,2.0,2016,2016-06-24,,,,,,
476518,60045,178910.0,296500.0,0.603406408,401183,5,1207,Condo,4 BOULDER BRK CT UT 41,167,,,Prospect,1.0,12.0,1.0,2007,2007-01-12,,,,,,
783616,141341,335990.0,555000.0,0.605387387,626272,1,5397,Single Family,133 KNOX ROAD,86,-73.52578,41.09711,Stamford,7.0,17.0,3.0,2015,2015-07-17,,,,,,
1045417,190105,117460.0,217400.0,0.5403,792620,1,2187,Single Family,132 MIDDLESEX AVE EXT,74,-72.6385935,41.5834229,Portland,5.0,4.0,2.0,2020,2020-05-04,,,,,,
493445,61664,335720.0,263500.0,1.274079696,413256,1,3432,Single Family,64 COVE AVE,66,-73.4025391,41.0934995,Norwalk,9.0,28.0,3.0,2007,2007-09-28,,,,,,
194977,10187,143990.0,205000.0,0.702390244,181166,11,671,,42 LYON HL RD,145,,,Woodstock,7.0,2.0,3.0,2002,2002-07-02,,,,,,
594263,90106,11820.0,40000.0,0.2955,488319,11,4276,,RIVERFRONT M/12 L/5,124,,,Haddam,8.0,4.0,3.0,2010,2010-08-04,,,,,,
288762,30233,135090.0,235000.0,0.574851064,260090,11,894,,56 FARVIEW CMNS,93,,,Southbury,2.0,4.0,1.0,2004,2004-02-04,,,,,,
861763,160300,153090.0,300000.0,0.5103,678636,1,5836,Single Family,156 TERRY PLAINS RD,117,-72.7551653,41.8542372,Bloomfield,8.0,22.0,3.0,2017,2017-08-22,,,,,,
236490,20318,92400.0,140000.0,0.66,216503,11,788,,132 ASHLAND AVE,116,-72.72591,41.69288,Newington,4.0,7.0,2.0,2003,2003-04-07,,,,,,
818751,150123,207190.0,377000.0,0.549575597,650167,1,1798,Single Family,306 WELCHS POINT RD,60,-73.0319111,41.2112551,Milford,9.0,1.0,3.0,2016,2016-09-01,,,,,,
958832,180025,149390.0,265000.0,0.5637,740245,1,6318,Single Family,159 BETHANY ROAD,4,,,Beacon Falls,11.0,5.0,4.0,2018,2018-11-05,,,,,,
193108,20051,63070.0,95000.0,0.663894737,179517,11,2325,,87 TRESS RD,15,-72.9315547,41.5075354,Cheshire,11.0,6.0,4.0,2002,2002-11-06,,,,,,
761643,14157,107400.0,144000.0,0.745833333,302270,5,1727,Condo,203 DEERFIELD TER,16,,,Colchester,7.0,30.0,3.0,2015,2015-07-30,,,,,,
184778,20315,60900.0,146000.0,0.417123288,130840,11,2358,,101 TIMBER LN,14,,,Canton,9.0,16.0,3.0,2003,2003-09-16,,,,,,
758342,140213,168150.0,140000.0,1.201071429,608583,1,5394,Single Family,140 GRASSY PLAIN STREET,6,-73.42177,41.36599,Bethel,6.0,3.0,2.0,2015,2015-06-03,,,,,,
10125,20385,568120.0,849000.0,0.6691,10055,1,479,Single Family,174 CHESTNUT RIDGE ROAD,6,-73.39935,41.35559,Bethel,6.0,28.0,2.0,2021,2021-06-28,,,,,,
603368,90228,261590.0,345000.0,0.758231884,495058,1,4569,Single Family,29 APPLE BLOSSOM DR,64,-73.0099583,41.4834881,Naugatuck,4.0,3.0,2.0,2010,2010-04-03,,,,,,
1099118,230554,188300.0,375000.0,0.5021,825785,1,7056,Single Family,18 PLEASANT RD,31,-72.60763,41.93832,Enfield,7.0,11.0,3.0,2024,2024-07-11,,,,,,
384234,40230,245400.0,530000.0,0.463018868,333934,11,988,,270 MAIN ST,106,,,Westport,12.0,10.0,4.0,2004,2004-12-10,,,,,,
685508,120093,364720.0,425000.0,0.858164706,256174,1,4954,Single Family,150 OLD PONSETT RD,124,-72.5370827,41.4811022,Haddam,7.0,30.0,3.0,2013,2013-07-30,,,,,,
