transaction_id,serial_number,assessed_value,sales_amount,sales_ratio,address_id,property_type_id,date_recorded_id,property type,address,town_id,longitude,latitude,town,month,day,quarter,year,full_date,rate_x,lower_bound,upper_bound,census_units,total_assisted_units,rate_y
590788,90064,111500.0,80000.0,1.39375,229048,1,4197,Single Family,7 WOODBRIDGE AVE,1,-73.0761,41.35251,Ansonia,3.0,5.0,1.0,2010,2010-03-05,,,,,,
180479,10437,440700.0,2925000.0,0.150666667,168325,11,724,,6 TIFFANY LN,106,-73.3060898,41.1333919,Westport,6.0,27.0,2.0,2002,2002-06-27,,,,,,
103919,210960,199300.0,399900.0,0.4983,99848,1,410,Single Family,116 NORTH WAWECUS HILL RD,69,-72.11890603,41.533796984,Norwich,9.0,2.0,3.0,2022,2022-09-02,,,,,,
1083422,220248,145190.0,248000.0,0.5854,815984,1,6696,Single Family,80 DIX RD,107,-72.671582993,41.700310992,Wethersfield,6.0,6.0,2.0,2023,2023-06-06,,,,,,
764647,14772,170270.0,285000.0,0.597438596,613120,1,1782,Single Family,16 CYNTHIA DR,60,-73.0541217,41.2403224,Milford,8.0,3.0,3.0,2015,2015-08-03,,,,,,
101730,2101864,108410.0,225000.0,0.4818,97792,5,263,Condo,74 SEATON ROAD UNIT 4,86,-73.518370964,41.057916987,Stamford,7.0,1.0,3.0,2022,2022-07-01,86200.0,1.32,1.4,,,
594585,90154,281800.0,405000.0,0.695802469,488561,5,4195,Condo,267 LEGEND HILL ROAD,53,-72.62751,41.34401,Madison,5.0,18.0,2.0,2010,2010-05-18,,,,,,
64843,20779,178000.0,326000.0,0.54601227,63111,1,142,Single Family,269 TARBELL AVE,102,-73.0906878,41.5993157,Watertown,7.0,20.0,3.0,2021,2021-07-20,,,,,,
770274,1400444,134320.0,174000.0,0.771954023,617037,1,5379,Single Family,69 GERRISH AVE,26,,,East Haven,9.0,28.0,3.0,2015,2015-09-28,,,,,,
274352,30303,94290.0,165000.0,0.571454545,248242,11,2811,,2302 WINDING BRK,57,,,Meriden,11.0,28.0,4.0,2003,2003-11-28,,,,,,
1139274,230162,116050.0,280000.0,0.4144,347687,1,7045,Single Family,41 EDIN AVE,97,-73.03488,41.53135,Waterbury,11.0,2.0,4.0,2023,2023-11-02,,,,,,
1134093,2301256,216860.0,435000.0,0.4985,846838,5,7065,Condo,83 COURTLAND AVENUE #32,86,-73.51404,41.06122,Stamford,7.0,31.0,3.0,2024,2024-07-31,,,,,,
970506,180267,91860.0,181000.0,0.5075,736081,1,6441,Single Family,23 ROOSEVELT BLVD,31,-72.5640973,42.0292716,Enfield,2.0,26.0,1.0,2019,2019-02-26,,,,,,
1013975,190154,152180.0,252500.0,0.6027,321413,1,2160,Single Family,46 FRANCIS DR,116,-72.7286109,41.715907,Newington,2.0,25.0,1.0,2020,2020-02-25,,,,,,
801217,140006,46900.0,60000.0,0.781666667,638269,11,5488,,703 BLOOMFIELD AVE,109,-72.6772436,41.854664,Windsor,10.0,1.0,4.0,2014,2014-10-01,124400.0,1.32,1.4,,,
400334,50288,52920.0,85071.0,0.622068625,346074,11,3127,,108 SYLVAN AVE,59,-72.9432725,41.3041508,New Haven,11.0,21.0,4.0,2005,2005-11-21,,,,,,
348471,40129,347650.0,423360.0,0.821168745,119144,11,993,,MULTI ADDRESSES,28,,,East Hampton,12.0,28.0,4.0,2004,2004-12-28,,,,,,
1084599,220148,173390.0,320000.0,0.5418,816753,5,6857,Condo,32 COUNTRY PLACE,90,-73.108883981,41.298119994,Shelton,12.0,21.0,4.0,2022,2022-12-21,,,,,,
878604,1600374,363020.0,425000.0,0.854164706,279540,5,5779,Condo,91 FAIR ST,40,,,Guilford,8.0,4.0,3.0,2017,2017-08-04,,,,,,
1032355,190788,24880.0,170000.0,0.1464,785030,2,6607,Three Family,143 WATERVILLE ST,97,-73.0515026,41.5633563,Waterbury,3.0,5.0,1.0,2020,2020-03-05,,,,,,
977386,180055,96530.0,130000.0,0.7425,751720,5,6364,Condo,164-C BRITTANY FARMS,55,-72.77475,41.71046,New Britain,10.0,22.0,4.0,2018,2018-10-22,,,,,,
63124,200102,158970.0,497480.0,0.3195,61462,1,459,Single Family,24 ARBOR WAY,98,-72.79543,41.73128,Suffield,12.0,31.0,4.0,2020,2020-12-31,,,,,,
339673,40904,59500.0,150000.0,0.396666667,300453,11,2948,,626 NEWHALL ST,41,-72.926662,41.3408097,Hamden,6.0,29.0,2.0,2005,2005-06-29,,,,,,
433112,50036,13020.0,305000.0,0.042688525,369784,11,1095,,114 PINE HL RD,91,,,Sterling,12.0,27.0,4.0,2005,2005-12-27,,,,,,
1104661,231014,209890.0,467500.0,0.4489,829144,5,7118,Condo,85 VISCOUNT DR #2D,60,-73.07873,41.19824,Milford,6.0,24.0,2.0,2024,2024-06-24,,,,,,
753151,140065,96490.0,135500.0,0.712103321,604794,1,5463,Single Family,28 EVERGREEN ROAD,18,,,Cromwell,1.0,13.0,1.0,2015,2015-01-13,,,,,,
939954,181431,116250.0,130000.0,0.8942,728496,2,2115,Three Family,415-417 SHELTON ST,11,,,Bridgeport,6.0,18.0,2.0,2019,2019-06-18,,,,,,
960130,1800410,113950.0,225000.0,0.5064,741038,5,6435,Condo,144 ALLISON WAY #28,26,,,East Haven,4.0,16.0,2.0,2019,2019-04-16,,,,,,
837505,150101,82000.0,90000.0,0.911111111,662652,1,1800,Single Family,25 GILMAN ST,85,-71.91443,41.91622,Putnam,4.0,29.0,2.0,2016,2016-04-29,,,,,,
900068,16065,121730.0,165000.0,0.737757576,703126,1,1947,Single Family,10 PARAMOUNT DR,165,-73.0521931,41.411332,Seymour,12.0,9.0,4.0,2016,2016-12-09,,,,,,
192321,20048,77840.0,149000.0,0.522416107,178840,11,782,,10 GILL DR,42,-71.9613339,41.6318734,Griswold,11.0,22.0,4.0,2002,2002-11-22,,,,,,
200915,20511,169680.0,540000.0,0.314222222,186317,11,2432,,MULTI #'S NEW BRITAIN AV,45,,,Hartford,1.0,31.0,1.0,2003,2003-01-31,,,,,,
534042,70389,238200.0,342500.0,0.695474453,443033,5,1288,Condo,170 MAYFIELD DR,103,-73.2207367,41.2546094,Trumbull,9.0,3.0,3.0,2008,2008-09-03,,,,,,
842265,151563,9941120.0,70000.0,142.016,665867,11,5587,,41 WOLFPIT AVE UNIT 13D,66,,,Norwalk,9.0,23.0,3.0,2016,2016-09-23,,,,,,
517914,70675,152170.0,336000.0,0.452886905,431196,1,3795,Single Family,58 BLACKMAN PL,11,-73.2115236,41.17788,Bridgeport,2.0,7.0,1.0,2008,2008-02-07,,,,,,
766551,1400273,104000.0,5500.0,18.90909091,294972,1,1763,Single Family,381 MIDDLEBURY RD,58,-73.1004025,41.5370279,Middlebury,7.0,29.0,3.0,2015,2015-07-29,,,,,,
740603,130235,126850.0,218000.0,0.581880734,595909,1,1700,Single Family,9 CAMPANIA RD,31,-72.5959116,42.0190033,Enfield,4.0,30.0,2.0,2014,2014-04-30,,,,,,
1066720,220741,36750.0,135000.0,0.2722,805562,4,6880,Two Family,85 GLENDALE AVE,45,-72.697011005,41.750911997,Hartford,6.0,28.0,2.0,2023,2023-06-28,,,,,,
126269,10436,89250.0,178000.0,0.501404494,120547,11,406,,9 LAUREL LN,2,-72.8490825,41.8076338,Avon,7.0,29.0,3.0,2002,2002-07-29,,,,,,
364354,40084,113880.0,220000.0,0.517636364,319157,11,1046,,3 BOTSFORD HL RD,63,,,Newtown,11.0,19.0,4.0,2004,2004-11-19,,,,,,
768166,130054,321200.0,650000.0,0.494153846,615570,1,5275,Single Family,45 BULKLEY AVE N,106,-73.3032583,41.1431724,Westport,10.0,29.0,4.0,2013,2013-10-29,,,,,,
854964,150722,95830.0,62000.0,1.545645161,55414,1,5608,Single Family,111 WHITE BIRCH DR,97,-73.07488,41.56942,Waterbury,3.0,30.0,1.0,2016,2016-03-30,,,,,,
731718,130048,253200.0,260000.0,0.973846154,589479,1,4375,Single Family,38 EAST MAIN STREET,168,-73.42057,41.98602,Salisbury,4.0,24.0,2.0,2014,2014-04-24,,,,,,
933581,170499,217100.0,298000.0,0.7285,488362,5,1996,Condo,13-4 ST ANDREWS CIR,160,-72.82023,41.42103,Wallingford,6.0,20.0,2.0,2018,2018-06-20,,,,,,
322869,40896,77910.0,144000.0,0.541041667,287425,11,1048,,562 SEAVIEW AVE,11,-73.17185,41.17117,Bridgeport,12.0,22.0,4.0,2004,2004-12-22,,,,,,
746894,130169,271180.0,425000.0,0.638070588,600348,1,4387,Single Family,27 OSPREY DR,165,-73.1141963,41.3654285,Seymour,6.0,19.0,2.0,2014,2014-06-19,,,,,,
88090,21552,164430.0,390500.0,0.421,85011,5,272,Condo,7 AZALEA CT 4,33,-72.796997974,41.728273021,Farmington,9.0,8.0,3.0,2022,2022-09-08,,,,,,
463278,60258,40460.0,120000.0,0.337166667,391546,1,1282,Single Family,307 REMINGTON ST,11,-73.1666133,41.1975837,Bridgeport,11.0,1.0,4.0,2006,2006-11-01,,,,,,
401225,50693,17500.0,313966.0,0.055738519,83541,11,3236,,15 SCUPPO RD 404,19,-73.482349987,41.392521011,Danbury,2.0,15.0,1.0,2006,2006-02-15,,,,,,
406556,51641,0.0,51000.0,0.0,350630,11,1167,,870 IRANISTAN AVE,11,-73.200932,41.1724464,Bridgeport,4.0,3.0,2.0,2006,2006-04-03,,,,,,
150359,10267,104000.0,175000.0,0.594285714,142119,11,746,,70 RAY HILL RD,24,,,East Haddam,7.0,26.0,3.0,2002,2002-07-26,,,,,,
53914,200087,156140.0,270000.0,0.5782,52480,1,134,Single Family,21 BROOKDALE AVE,60,-73.08882,41.1897,Milford,10.0,1.0,4.0,2020,2020-10-01,145300.0,1.24,1.32,,,
443145,50852,126570.0,304900.0,0.415119711,200824,11,3130,,6 YALE ST,111,,,West Hartford,6.0,8.0,2.0,2006,2006-06-08,,,,,,
676252,120158,371800.0,540000.0,0.688518519,548810,1,4938,Single Family,17 WINGATE RD,40,-72.7236,41.26404,Guilford,11.0,19.0,4.0,2012,2012-11-19,,,,,,
1092739,220715,143290.0,280000.0,0.5117,821846,5,6906,Condo,32 PINE STREET UNIT 4D,66,-73.418362035,41.102813017,Norwalk,5.0,15.0,2.0,2023,2023-05-15,,,,,,
353627,40550,59430.0,157000.0,0.378535032,311001,11,1000,,444 CANDLEWOOD,163,,,New Milford,5.0,4.0,2.0,2005,2005-05-04,,,,,,
196208,20261,184110.0,287500.0,0.640382609,182237,11,2346,,16 AUTUMN DR,101,-72.3664603,41.8436146,Tolland,6.0,30.0,2.0,2003,2003-06-30,,,,,,
623272,10304,254380.0,338000.0,0.75260355,509476,1,4398,Single Family,11 MEETINGHOUSE LAND,60,-73.00516,41.22619,Milford,3.0,28.0,1.0,2011,2011-03-28,,,,,,
691938,121163,156150.0,75000.0,2.082,560392,2,4993,Three Family,1282 PARK AVENUE,11,,,Bridgeport,7.0,25.0,3.0,2013,2013-07-25,,,,,,
15715,200477,96720.0,175000.0,0.5526,15527,6,492,Vacant Land,81 MARVEL RD,40,-72.7258894,41.3322515,Guilford,7.0,28.0,3.0,2021,2021-07-28,,,,,,
822863,15686,45770.0,75539.0,0.605912178,367036,1,5790,Single Family,103 HARTLAND ST,45,-72.7002238,41.8022667,Hartford,8.0,9.0,3.0,2016,2016-08-09,,,,,,
259867,30638,107520.0,192500.0,0.558545455,236164,11,2667,,38 MOHAWK RD,10,-72.9594085,41.64391,Bristol,3.0,8.0,1.0,2004,2004-03-08,,,,,,
373117,40912,103320.0,317500.0,0.325417323,325744,11,1045,,174 EDGEMONT AVE,60,,,Milford,6.0,22.0,2.0,2005,2005-06-22,,,,,,
991535,190067,159670.0,140000.0,1.1405,70884,1,6620,Single Family,1670 CENTER GROTON RD,120,-72.024779018,41.402609009,Ledyard,12.0,26.0,4.0,2019,2019-12-26,,,,,,
61905,200339,50860.0,119000.0,0.4273,60280,5,464,Condo,71 WOODSIDE CIR,94,,,Torrington,1.0,5.0,1.0,2021,2021-01-05,,,,,,
785694,140136,120600.0,192500.0,0.626493506,627689,1,5410,Single Family,205 SOUTH ELM ST,112,,,Windsor Locks,6.0,25.0,2.0,2015,2015-06-25,,,,,,
917027,171707,314200.0,440000.0,0.714,423484,1,2017,Single Family,101 LOOKOUT HILL RD,60,-73.0819797,41.2402024,Milford,9.0,10.0,3.0,2018,2018-09-10,,,,,,
79315,210189,224370.0,490000.0,0.4578,76859,5,409,Condo,8 ALPINE MEADOW LANE,2,-72.810780002,41.809236003,Avon,4.0,6.0,2.0,2022,2022-04-06,,,,,,
370415,40323,375600.0,720000.0,0.521666667,323743,11,2894,,29 FENWICK ST,70,-72.3540314,41.2821561,Old Saybrook,8.0,17.0,3.0,2005,2005-08-17,,,,,,
267647,30156,85680.0,153000.0,0.56,242550,11,2712,,22 SIMSBURY LNDG,77,,,Simsbury,1.0,27.0,1.0,2004,2004-01-27,,,,,,
1029666,190749,144270.0,261000.0,0.5528,783407,1,2173,Single Family,171 STEVENSON RD,57,-72.8464576,41.526158,Meriden,7.0,15.0,3.0,2020,2020-07-15,,,,,,
903142,160030,191890.0,294900.0,0.650695151,705010,1,5973,Single Family,86 SALEM RD,167,-72.998648,41.5005766,Prospect,12.0,16.0,4.0,2016,2016-12-16,,,,,,
936722,181883,127430.0,225000.0,0.5663,178521,4,6304,Two Family,79 POPLAR ST,11,-73.2130596,41.1725064,Bridgeport,9.0,11.0,3.0,2019,2019-09-11,,,,,,
516068,70516,79090.0,100000.0,0.7909,138182,4,3697,Two Family,34 BERKSHIRE AVE,11,-73.1860352,41.1939955,Bridgeport,1.0,2.0,1.0,2008,2008-01-02,,,,,,
640096,100311,514200.0,815000.0,0.630920245,522071,1,4447,Single Family,17 GROVE AVE,9,-72.7824365,41.2677871,Branford,8.0,9.0,3.0,2011,2011-08-09,,,,,,
544820,80022,156300.0,220000.0,0.710454545,345564,1,1351,Single Family,159 PROSPECT ST,142,-72.2112602,41.7159819,Windham,11.0,3.0,4.0,2008,2008-11-03,,,,,,
887684,161427,173120.0,155000.0,1.116903226,629067,1,5776,Single Family,12 LINCOLN AVE,66,-73.4149517,41.090534,Norwalk,9.0,5.0,3.0,2017,2017-09-05,,,,,,
252568,20727,3620220.0,1815000.0,1.99461157,207782,11,2440,,342 N MAIN ST,111,,,West Hartford,5.0,8.0,2.0,2003,2003-05-08,,,,,,
218253,20665,61530.0,162500.0,0.378646154,109454,11,2333,,43 CHURCHILL WAY,116,-72.717887979,41.676083017,Newington,9.0,12.0,3.0,2003,2003-09-12,,,,,,
875858,160703,34270.0,70000.0,0.489571429,687719,5,5886,Condo,1 DAY POINT RD UNIT 11,28,,,East Hampton,7.0,3.0,3.0,2017,2017-07-03,,,,,,
620839,9646,64620.0,54000.0,1.196666667,507654,5,4181,Condo,203 BLACKSTONE VLG,57,-72.7822346,41.5523845,Meriden,6.0,30.0,2.0,2010,2010-06-30,,,,,,
1060424,22000296,306630.0,701000.0,0.4374,497484,1,6752,Single Family,10 AUTUMN CT,15,-72.9264734,41.4859903,Cheshire,6.0,30.0,2.0,2023,2023-06-30,,,,,,
120141,211175,113610.0,250000.0,0.4544,114839,1,149,Single Family,59 ANTRIM AVE,169,-72.975742981,41.289819983,West Haven,7.0,11.0,3.0,2022,2022-07-11,,,,,,
183222,20152,130350.0,386250.0,0.337475728,170674,11,2349,,117 E CHESTNUT HL RD,46,-73.16142,41.72725,Litchfield,8.0,8.0,3.0,2003,2003-08-08,,,,,,
274900,31023,195650.0,337900.0,0.579017461,248713,11,2632,,17 KNIGHTS CT,115,-72.8764622,41.6068362,Southington,9.0,16.0,3.0,2004,2004-09-16,,,,,,
49047,20604,193520.0,275000.0,0.7037,47828,1,483,Single Family,722 BERKSHIRE RD,93,,,Southbury,8.0,3.0,3.0,2021,2021-08-03,,,,,,
578770,900711,105420.0,120000.0,0.8785,476545,1,4152,Single Family,16 BRITTON RD,10,-72.9123174,41.6937693,Bristol,7.0,30.0,3.0,2010,2010-07-30,,,,,,
635789,10166,233800.0,295000.0,0.792542373,433328,1,4414,Single Family,30 STANDISH RD,16,-72.3793471,41.5523015,Colchester,8.0,19.0,3.0,2011,2011-08-19,,,,,,
629318,100866,452430.0,578000.0,0.782750865,514024,5,4412,Condo,320 STRAWBERRY HILL AVE # 8,86,,,Stamford,6.0,29.0,2.0,2011,2011-06-29,,,,,,
434663,50320,50500.0,82000.0,0.615853659,370904,11,1147,,119 KINNEY ST UT 2P,94,-73.11432,41.81046,Torrington,1.0,9.0,1.0,2006,2006-01-09,,,,,,
838034,1500778,72940.0,130000.0,0.561076923,662997,5,5717,Condo,700 SUMMER STREET # 7K,86,,,Stamford,3.0,24.0,1.0,2016,2016-03-24,,,,,,
390108,42971,56140.0,122500.0,0.458285714,338387,11,1005,,91 CLINTON ST,97,-73.0435968,41.5755285,Waterbury,8.0,25.0,3.0,2005,2005-08-25,,,,,,
83648,21307,214500.0,485000.0,0.4422,80921,1,255,Single Family,50 MAPLEWOOD DR,61,-73.227350029,41.32346599,Monroe,7.0,26.0,3.0,2022,2022-07-26,,,,,,
216878,20614,101640.0,60000.0,1.694,200029,11,2431,,87 GLENBROOK RD L1-L4,86,-73.52863,41.05807,Stamford,12.0,31.0,4.0,2002,2002-12-31,,,,,,
735541,131349,583610.0,1165000.0,0.50095279,30390,1,5161,Single Family,692 WESTOVER ROAD,86,-73.57585,41.0787,Stamford,7.0,29.0,3.0,2014,2014-07-29,,,,,,
109402,210831,447540.0,630020.0,0.7103,104919,1,357,Single Family,20 WEATHERBELL DR,66,-73.389664997,41.166575999,Norwalk,5.0,2.0,2.0,2022,2022-05-02,,,,,,
415699,50046,203850.0,407000.0,0.500859951,357274,11,3262,,57 SUGAR LN,63,-73.3261865,41.3960878,Newtown,12.0,24.0,4.0,2005,2005-12-24,,,,,,
514472,70164,195580.0,280000.0,0.6985,428728,1,3808,Single Family,34 SMITH ST,83,-73.0047968,41.6899865,Plymouth,9.0,4.0,3.0,2008,2008-09-04,,,,,,
290687,34335,230440.0,475000.0,0.485136842,261648,11,2632,,379 TEMPLE ST,59,,,New Haven,9.0,16.0,3.0,2004,2004-09-16,,,,,,
742173,1301157,114870.0,133500.0,0.860449438,597046,1,5290,Single Family,14 DAVIS STREET,59,,,New Haven,9.0,9.0,3.0,2014,2014-09-09,,,,,,
246057,30076,176960.0,315000.0,0.561777778,224624,11,2747,,508 LEXINGTON BLVD,6,-73.408655,41.3926359,Bethel,12.0,2.0,4.0,2003,2003-12-02,,,,,,
1006709,190570,151200.0,255000.0,0.5929,769620,1,2222,Single Family,105 CHESTNUT HILL RD,43,-72.0645581,41.3249951,Groton,9.0,11.0,3.0,2020,2020-09-11,,,,,,
351735,40147,88680.0,160000.0,0.55425,83718,11,1074,,520 SOMERS RD,121,-72.448800976,41.951428997,Ellington,3.0,22.0,1.0,2005,2005-03-22,,,,,,
355683,40409,201320.0,494000.0,0.407530364,312553,11,2936,,3 RIDGEWOOD TER,75,,,North Haven,7.0,28.0,3.0,2005,2005-07-28,,,,,,
980807,18051,50090.0,375000.0,0.1335,753795,1,6435,Single Family,139 STRAWBERRY STREET,52,,,Lisbon,4.0,16.0,2.0,2019,2019-04-16,,,,,,
794147,140356,133800.0,188000.0,0.711702128,102939,5,5385,Condo,32 SHADY DR,160,-72.809842989,41.436855999,Wallingford,5.0,1.0,2.0,2015,2015-05-01,,,,,,
532112,80016,149380.0,250000.0,0.59752,47192,5,4005,Condo,213B WINDGATE CIR,61,,,Monroe,10.0,24.0,4.0,2008,2008-10-24,,,,,,
1090976,220906,142340.0,549900.0,0.2588,820744,1,6862,Single Family,10 WILLOW CREEK LN,115,-72.869812992,41.62832398,Southington,5.0,30.0,2.0,2023,2023-05-30,,,,,,
921118,170539,105840.0,110105.0,0.9612,381301,1,2008,Single Family,30 ARCADIA AVE,41,-72.9364181,41.3588406,Hamden,5.0,15.0,2.0,2018,2018-05-15,,,,,,
184888,20774,7280.0,20000.0,0.364,172202,11,2470,,356 FRANKLIN AVE UT C9,45,,,Hartford,4.0,2.0,2.0,2003,2003-04-02,,,,,,
1043631,190067,148100.0,265000.0,0.5589,450608,1,4619,Single Family,796 HAMPTON RD,166,-72.0164576,41.8421606,Pomfret,6.0,3.0,2.0,2020,2020-06-03,,,,,,
52196,200612,248860.0,450000.0,0.553,50839,1,23,Single Family,49 OHIO AVE,66,-73.4197375,41.1301445,Norwalk,12.0,18.0,4.0,2020,2020-12-18,,,,,,
258171,31783,167800.0,295000.0,0.568813559,234796,11,2664,,131 GREAT PLN RD,19,,,Danbury,8.0,17.0,3.0,2004,2004-08-17,,,,,,
1017729,1900279,118140.0,200000.0,0.5907,458158,1,6548,Single Family,17 RIVER RD,26,,,East Haven,4.0,7.0,2.0,2020,2020-04-07,,,,,,
534055,70255,141000.0,217280.0,0.648932253,366811,1,3744,Single Family,62 YANTIC LN,69,-72.1278212,41.5563696,Norwich,2.0,22.0,1.0,2008,2008-02-22,,,,,,
259498,30637,89570.0,169000.0,0.53,78423,11,2667,,45 WILLIS ST,10,-72.938751966,41.666464993,Bristol,3.0,8.0,1.0,2004,2004-03-08,,,,,,
740798,130385,133560.0,275000.0,0.485672727,596050,11,1700,,2935 DIXWELL AVE,41,-72.9025451,41.383252,Hamden,4.0,30.0,2.0,2014,2014-04-30,,,,,,
132959,10169,77350.0,165000.0,0.468787879,70975,11,580,,12 WOODBRIDGE AVE,1,-73.07577999,41.352435984,Ansonia,4.0,15.0,2.0,2002,2002-04-15,,,,,,
780519,140414,112680.0,190000.0,0.593052632,418666,1,5452,Single Family,16 WERKING ST,115,-72.8940014,41.5789701,Southington,5.0,14.0,2.0,2015,2015-05-14,,,,,,
652605,11196,381120.0,111666.0,3.413035302,531327,1,1542,Single Family,1 PROSPECT ST,76,,,Ridgefield,7.0,25.0,3.0,2012,2012-07-25,,,,,,
433854,50086,631980.0,1280000.0,0.493734375,370316,11,3106,,8 GRIFFITH LN,76,-73.5028554,41.2787514,Ridgefield,12.0,15.0,4.0,2005,2005-12-15,,,,,,
238097,20046,313320.0,10000.0,31.332,146767,11,2413,,88 BLUE TRL DR,99,,,Thomaston,1.0,3.0,1.0,2003,2003-01-03,,,,,,
758176,14350,4357500.0,6933960.0,0.628428777,608465,11,5459,,129 PLAINS ROAD,60,-73.07669,41.22319,Milford,3.0,11.0,1.0,2015,2015-03-11,,,,,,
1123195,230116,236590.0,560000.0,0.4224,156096,1,7052,Single Family,21 JEFFREY LN,116,-72.7522241,41.7127747,Newington,12.0,18.0,4.0,2023,2023-12-18,,,,,,
410652,52617,73780.0,203220.0,0.363054817,353606,11,3092,,14-16 RIDGEWOOD ST,97,,,Waterbury,8.0,31.0,3.0,2006,2006-08-31,,,,,,
346858,41629,0.0,191385.0,0.0,305911,11,1025,,502 HIDDEN GABLES,57,,,Meriden,9.0,29.0,3.0,2005,2005-09-29,,,,,,
1052052,191155,89040.0,165000.0,0.5396,796425,5,2191,Condo,54 ROBIN ROAD #A2,111,-72.73589,41.76525,West Hartford,9.0,28.0,3.0,2020,2020-09-28,,,,,,
976563,180046,150290.0,185000.0,0.8123,751182,5,2127,Condo,441 B HAMMERSTONE LN,92,,,Stratford,10.0,15.0,4.0,2018,2018-10-15,,,,,,
939744,175789,158830.0,425000.0,0.3737,581094,4,6111,Two Family,275 FIRST AVE,169,,,West Haven,6.0,1.0,2.0,2018,2018-06-01,,,,,,
293329,30598,40810.0,125000.0,0.32648,263772,11,885,,175 MILL POND RD U116,41,,,Hamden,4.0,20.0,2.0,2004,2004-04-20,,,,,,
576712,90065,142540.0,239000.0,0.596401674,474982,1,4189,Single Family,8 SEPOUS ROAD,2,,,Avon,12.0,4.0,4.0,2009,2009-12-04,,,,,,
227950,20179,9500.0,29500.0,0.322033898,209469,11,2443,,7 PACEMAKER AVE 7,69,,,Norwich,12.0,5.0,4.0,2002,2002-12-05,,,,,,
1087238,220059,159760.0,367000.0,0.4353,111573,1,6824,Single Family,872 RIDGE RD,107,-72.682954973,41.696842979,Wethersfield,11.0,15.0,4.0,2022,2022-11-15,,,,,,
464102,52316,58870.0,88000.0,0.668977273,392107,11,1125,,472 PINE ST,97,-73.0373088,41.5688514,Waterbury,7.0,19.0,3.0,2006,2006-07-19,,,,,,
1001621,181914,17390.0,18500.0,0.94,59217,11,2078,,HOLLY ST,97,,,Waterbury,7.0,2.0,3.0,2019,2019-07-02,,,,,,
373183,40009,526700.0,799000.0,0.659198999,325795,11,1047,,312 ELM ST UT 43,67,-73.50219,41.14519,New Canaan,10.0,8.0,4.0,2004,2004-10-08,,,,,,
1132475,230125,189680.0,397000.0,0.4777,845843,1,7160,Single Family,624 ANDREWS ST,115,-72.82783,41.60919,Southington,12.0,19.0,4.0,2023,2023-12-19,,,,,,
343481,40219,67860.0,393200.0,0.172583927,303335,11,1059,,41 BRADFORD WALK,33,-72.7762799,41.7157595,Farmington,2.0,14.0,1.0,2005,2005-02-14,,,,,,
910490,170117,104300.0,70000.0,1.49,103876,1,6193,Single Family,53 SUNNYSIDE AVE,85,-71.913377993,41.918800008,Putnam,3.0,26.0,1.0,2018,2018-03-26,,,,,,
142093,11463,110600.0,219900.0,0.502955889,16198,11,532,,31 KELLEY ST,10,-72.94822,41.67458,Bristol,9.0,20.0,3.0,2002,2002-09-20,,,,,,
482455,60241,200710.0,518000.0,0.387471042,305271,1,3485,Single Family,43 SIMS RD,24,,,East Haddam,9.0,26.0,3.0,2007,2007-09-26,,,,,,
839816,150770,102550.0,125000.0,0.8204,664249,5,5636,Condo,50 BIRDSEYE ST UNIT 307,92,,,Stratford,6.0,30.0,2.0,2016,2016-06-30,,,,,,
985138,180505,9101900.0,12200000.0,0.746,756438,11,6427,,455 WINDING BROOK DR,36,-72.5950818,41.7168811,Glastonbury,6.0,21.0,2.0,2019,2019-06-21,,,,,,
132373,10128,77340.0,135000.0,0.572888889,126231,11,617,,9 EVENSEN PL,18,-72.6549126,41.6244648,Cromwell,1.0,16.0,1.0,2002,2002-01-16,,,,,,
320157,30406,223930.0,439000.0,0.510091116,285304,11,871,,30 ELM ST,104,-72.4494054,41.8680981,Vernon,6.0,14.0,2.0,2004,2004-06-14,,,,,,
1101674,23206,305760.0,620000.0,0.4931,675098,1,7226,Single Family,38 HORSESHOE RD,40,-72.6526503,41.2830737,Guilford,5.0,12.0,2.0,2024,2024-05-12,,,,,,
898570,160949,1654920.0,1300000.0,1.273015385,702220,1,1857,Single Family,165 DAVENPORT FARM LANE WEST,86,,,Stamford,4.0,12.0,2.0,2017,2017-04-12,,,,,,
692341,11133,172060.0,180000.0,0.955888889,560688,1,1577,Single Family,17 CHARLOTTE DR,72,-71.9091847,41.7389447,Plainfield,8.0,6.0,3.0,2012,2012-08-06,,,,,,
743343,130033,113620.0,185000.0,0.614162162,597841,1,1687,Single Family,53 TUDOR LA,64,,,Naugatuck,11.0,8.0,4.0,2013,2013-11-08,,,,,,
341552,40124,44940.0,99900.0,0.44984985,301862,11,2914,,5 SCOVILLE LNDG,24,,,East Haddam,3.0,29.0,1.0,2005,2005-03-29,,,,,,
209126,20482,418670.0,790000.0,0.529962025,193269,11,2375,,53 PARK AVE,39,,,Greenwich,3.0,12.0,1.0,2003,2003-03-12,,,,,,
761840,140419,220360.0,296000.0,0.744459459,611080,1,5394,Single Family,95 CARIATI BLVD,57,-72.8443575,41.5287595,Meriden,6.0,3.0,2.0,2015,2015-06-03,,,,,,
496635,61350,3500.0,195900.0,0.017866258,415686,1,1190,Single Family,235 TRAVERSE ST,97,-73.0193648,41.5669135,Waterbury,5.0,1.0,2.0,2007,2007-05-01,,,,,,
484463,60006,209070.0,550000.0,0.380127273,406863,1,1205,Single Family,129 SUNSET RDG RD,153,,,Norfolk,11.0,9.0,4.0,2006,2006-11-09,,,,,,
